id,week,team,points,talent,outcome,spread,opponent,home,win,cover,totalYards,rushingYards,netPassingYards,yardsPerPass,yardsPerRushAttempt,firstDowns,turnovers,interceptions,fumblesLost,defensiveTDs,tacklesForLoss,sacks,qbHurries,kickReturnYards,kickReturnTDs,test,wins,games,win_pct,points_MA,MOV_MA,totalYards_MA,rushYards_MA,passYards_MA,YardsPerPass_MA,YardsPerRush_MA,firstDowns_MA,turnovers_MA,interceptions_MA,fumbles_MA,defensiveTDs_MA,TFLs_MA,qbHurries_MA,sacks_MA,kickReturnYards_MA,kickReturnTDs_MA,team_opp,points_opp,talent_opp,outcome_opp,spread_opp,opponent_opp,home_opp,win_opp,cover_opp,totalYards_opp,rushingYards_opp,netPassingYards_opp,yardsPerPass_opp,yardsPerRushAttempt_opp,firstDowns_opp,turnovers_opp,interceptions_opp,fumblesLost_opp,defensiveTDs_opp,tacklesForLoss_opp,sacks_opp,qbHurries_opp,kickReturnYards_opp,kickReturnTDs_opp,test_opp,wins_opp,games_opp,win_pct_opp,points_MA_opp,MOV_MA_opp,totalYards_MA_opp,rushYards_MA_opp,passYards_MA_opp,YardsPerPass_MA_opp,YardsPerRush_MA_opp,firstDowns_MA_opp,turnovers_MA_opp,interceptions_MA_opp,fumbles_MA_opp,defensiveTDs_MA_opp,TFLs_MA_opp,qbHurries_MA_opp,sacks_MA_opp,kickReturnYards_MA_opp,kickReturnTDs_MA_opp,def_points_MA,def_MOV_MA,def_totalYards_MA,def_rushYards_MA,def_passYards_MA,def_YardsPerRush_MA,def_YardsPerPass_MA,def_firstDowns_MA,def_turnovers_MA,def_interceptions_MA,def_fumbles_MA,def_defensiveTDs_MA,def_sacks_MA,def_TFLs_MA,def_qbHurries_MA,def_kickReturnYards_MA,def_kickReturnTDs_MA,team_opp,opponent_opp,def_points_MA_opp,def_MOV_MA_opp,def_totalYards_MA_opp,def_rushYards_MA_opp,def_passYards_MA_opp,def_YardsPerRush_MA_opp,def_YardsPerPass_MA_opp,def_firstDowns_MA_opp,def_turnovers_MA_opp,def_interceptions_MA_opp,def_fumbles_MA_opp,def_defensiveTDs_MA_opp,def_sacks_MA_opp,def_TFLs_MA_opp,def_qbHurries_MA_opp,def_kickReturnYards_MA_opp,def_kickReturnTDs_MA_opp
401114275,6,Middle Tennessee,24,450.79,-11,4.5,Marshall,1,1,1,404,143,261,8.7,3.9,21,0,0,0,0,4,4,9,0,0,1,1.0,4.0,0.25,21.75,15.0,365.0,130.5,234.5,7.574999999999999,4.625,19.5,1.0,0.5,0.5,0.0,9.5,3.0,1.5,20.0,0.0,Marshall,13,489.63,-11,4.5,Middle Tennessee,0,0,0,578,202,376,8.7,5.2,27,4,3,1,0,5,2,6,15,0,1,1.0,3.0,0.3333333333333333,18.0,-9.666666666666666,313.0,182.0,131.0,4.966666666666667,5.166666666666667,15.666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,4.666666666666667,5.666666666666667,1.3333333333333333,52.0,0.0,38.75,26.583333333333336,506.5,254.25,252.25,5.5,8.35,26.0,1.0,0.5,0.5,0.0,3.75,8.25,7.75,73.5,0.0,Marshall,Middle Tennessee,32.333333333333336,11.722222222222223,466.6666666666667,202.66666666666666,264.0,5.0,9.3,22.666666666666668,1.3333333333333333,0.3333333333333333,1.0,0.0,1.6666666666666667,4.333333333333333,19.333333333333332,78.0,0.0
401114288,8,Florida Atlantic,31,524.02,5,-4.0,Marshall,1,0,0,419,57,362,9.3,1.6,22,1,1,0,0,12,2,2,51,0,1,4.0,6.0,0.6666666666666666,39.0,5.5,482.5,172.75,309.75,8.975,4.125,23.5,0.75,0.25,0.5,0.0,16.5,3.75,5.0,37.0,0.0,Marshall,36,489.63,5,-4.0,Florida Atlantic,0,1,1,460,254,206,8.6,5.8,20,1,1,0,0,12,7,10,33,0,1,2.0,5.0,0.4,22.75,-2.75,447.25,217.0,230.25,6.75,5.299999999999999,23.0,1.0,0.75,0.25,0.0,5.25,6.75,5.0,41.25,0.0,19.5,13.3125,369.25,84.25,285.0,2.65,7.275,19.75,2.75,2.0,0.75,0.25,1.75,10.0,0.75,60.5,0.0,Marshall,Florida Atlantic,31.0,14.104166666666668,393.25,169.75,223.5,4.475,9.0,19.5,0.5,0.0,0.5,0.0,2.5,4.25,20.25,83.5,0.0
401117853,1,UCF,62,598.57,-62,-44.0,Florida A&M,1,1,1,694,338,356,9.4,6.0,42,0,0,0,0,24,2,28,50,0,1,,,,,,,,,,,,,,,,,,,,,Florida A&M,0,69.36,-62,-44.0,UCF,0,0,0,96,4,92,2.6,0.2,8,0,0,0,0,6,0,1,66,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florida A&M,UCF,,,,,,,,,,,,,,,,,
401114208,3,UCF,45,598.57,-18,-10.0,Stanford,1,1,1,545,198,347,11.6,4.5,24,1,0,1,0,6,0,12,22,0,1,2.0,2.0,1.0,55.0,14.0,634.0,325.0,309.0,11.25,6.3,32.5,0.0,0.0,0.0,0.0,20.0,16.5,3.5,35.5,0.0,Stanford,27,787.59,-18,-10.0,UCF,0,0,0,349,116,233,4.8,5.0,21,1,1,0,2,5,0,1,21,0,1,1.0,2.0,0.5,18.5,17.5,350.0,115.0,235.0,6.75,3.3499999999999996,22.0,1.5,0.5,1.0,0.0,8.0,2.5,3.5,89.5,0.0,7.0,24.0,205.0,70.5,134.5,1.55,3.5,15.0,0.5,0.5,0.0,0.0,0.5,5.5,3.0,45.5,0.0,Stanford,UCF,26.0,8.0,351.0,104.0,247.0,3.4499999999999997,7.85,19.0,2.5,1.0,1.5,0.0,4.0,6.75,1.0,53.5,0.0
401114190,11,Colorado,16,614.27,-3,4.0,Stanford,1,1,1,358,172,186,6.2,4.2,24,1,1,0,0,5,2,3,0,0,1,3.0,9.0,0.3333333333333333,14.5,21.5,355.5,157.75,197.75,5.1499999999999995,4.575000000000001,21.0,2.0,2.0,0.0,0.0,7.25,2.25,1.5,49.25,0.0,Stanford,13,787.59,-3,4.0,Colorado,0,0,0,372,127,245,8.4,5.1,15,1,1,0,0,5,1,2,4,0,1,4.0,8.0,0.5,27.75,-0.25,376.25,126.0,250.25,7.675000000000001,3.6499999999999995,19.75,0.25,0.0,0.25,0.25,8.5,7.5,4.25,74.75,0.0,38.0,9.062499999999998,492.0,173.0,319.0,5.500000000000001,8.05,25.25,0.75,0.75,0.0,0.0,3.5,9.25,8.0,21.0,0.0,Stanford,Colorado,26.5,0.08333333333333393,436.25,184.25,252.0,5.2749999999999995,6.675,23.0,1.0,1.0,0.0,0.0,2.5,11.5,3.25,25.75,0.0
401114202,5,Oregon State,28,595.5,3,3.5,Stanford,1,0,1,501,164,337,8.6,5.0,28,0,0,0,0,14,2,2,45,0,1,1.0,3.0,0.3333333333333333,36.333333333333336,8.333333333333334,476.3333333333333,229.33333333333334,247.0,7.2,6.133333333333333,25.666666666666668,0.3333333333333333,0.3333333333333333,0.0,0.0,11.0,1.3333333333333333,4.333333333333333,95.0,0.0,Stanford,31,787.59,3,3.5,Oregon State,0,1,0,353,100,253,9.4,3.2,18,0,0,0,0,6,4,4,147,0,1,1.0,4.0,0.25,17.5,9.5,320.75,115.0,205.75,5.575,3.8,19.5,1.25,0.75,0.5,0.5,8.75,2.5,3.75,66.0,0.0,30.0,7.0,452.6666666666667,207.33333333333334,245.33333333333334,4.333333333333333,9.266666666666667,25.333333333333332,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,4.666666666666667,6.0,98.66666666666667,0.0,Stanford,Oregon State,29.5,19.444444444444446,391.75,116.75,275.0,3.3499999999999996,9.524999999999999,19.75,1.5,0.5,1.0,0.0,4.5,6.875,4.5,37.75,0.0
401114231,12,Washington State,49,556.27,-27,-10.5,Stanford,1,1,1,624,104,520,8.7,5.0,33,1,1,0,0,6,2,0,152,0,1,4.0,9.0,0.4444444444444444,32.5,12.5,466.0,54.0,412.0,7.299999999999999,3.349999999999999,25.25,1.25,1.0,0.25,0.0,8.75,3.0,4.5,85.5,0.0,Stanford,22,787.59,-27,-10.5,Washington State,0,0,0,510,16,494,10.1,1.5,23,2,2,0,0,2,2,0,41,0,1,4.0,9.0,0.4444444444444444,23.25,1.25,381.0,132.75,248.25,7.425000000000001,4.124999999999999,19.0,0.5,0.25,0.25,0.25,8.25,7.0,3.5,39.0,0.0,29.5,5.8125,451.5,212.5,239.0,5.55,7.800000000000004,21.75,1.0,0.75,0.25,0.25,1.25,5.0,2.5,49.25,0.0,Stanford,Washington State,23.5,3.3750000000000004,400.5,186.25,214.25,5.074999999999999,6.074999999999999,22.0,1.25,1.25,0.0,0.0,2.5,9.25,3.5,14.5,0.0
401114207,2,USC,45,915.56,-25,-3.0,Stanford,1,1,1,492,115,377,11.4,4.1,23,1,0,1,0,10,3,0,79,0,1,1.0,1.0,1.0,31.0,8.0,447.0,175.0,272.0,6.5,4.9,25.0,4.0,2.0,2.0,2.0,4.0,0.0,3.0,168.0,1.0,Stanford,20,787.59,-25,-3.0,USC,0,0,0,335,98,237,6.6,3.3,23,1,1,0,0,6,1,0,138,0,1,1.0,1.0,1.0,17.0,10.0,365.0,132.0,233.0,6.9,3.4,21.0,2.0,0.0,2.0,0.0,10.0,5.0,6.0,41.0,0.0,23.0,,462.0,206.0,256.0,5.2,6.6,22.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,74.0,0.0,Stanford,USC,7.0,,210.0,93.0,117.0,2.8,4.3,15.0,4.0,2.0,2.0,0.0,5.0,3.5,2.0,28.0,0.0
401112453,3,Western Kentucky,21,486.97,17,10.5,Louisville,1,0,0,288,43,245,5.2,1.9,14,2,0,2,0,7,3,4,109,0,1,1.0,2.0,0.5,24.0,-6.5,413.5,141.0,272.5,7.55,4.05,19.5,2.0,2.0,0.0,0.0,8.0,1.5,2.0,43.5,0.0,Louisville,38,645.84,17,10.5,Western Kentucky,0,1,1,415,206,209,12.3,4.1,21,1,0,1,1,14,2,6,27,0,1,1.0,2.0,0.5,29.5,12.0,462.5,285.5,177.0,7.9,6.9,22.0,2.0,0.5,1.5,0.0,16.0,5.0,8.0,29.5,0.0,24.5,28.0,320.5,85.5,235.0,2.0,8.8,15.5,0.0,0.0,0.0,1.0,1.0,5.0,5.0,27.0,0.0,Louisville,Western Kentucky,17.5,,297.5,180.0,117.5,4.25,5.5,14.0,0.5,0.0,0.5,0.0,4.0,14.5,4.0,77.0,0.0
401112481,7,Wake Forest,59,563.24,3,-7.0,Louisville,1,0,0,668,245,423,7.6,5.3,40,3,2,1,0,12,2,2,120,0,1,5.0,5.0,1.0,35.25,6.25,499.0,208.5,290.5,9.25,4.75,23.5,0.75,0.75,0.0,0.0,8.0,3.25,3.5,12.0,0.0,Louisville,62,645.84,3,-7.0,Wake Forest,0,1,1,520,225,295,11.8,5.1,22,2,1,1,1,6,4,2,230,1,1,3.0,5.0,0.6,36.25,9.5,507.75,222.0,285.75,11.525,5.1499999999999995,22.0,1.0,0.5,0.5,0.25,11.75,5.5,3.5,26.75,0.0,17.5,3.5833333333333335,342.5,139.5,203.0,3.5249999999999995,6.825,17.75,1.0,0.5,0.5,0.0,0.75,5.25,1.25,41.25,0.0,Louisville,Wake Forest,23.75,-2.5833333333333335,386.25,143.0,243.25,3.5250000000000004,7.049999999999999,18.5,1.0,0.25,0.75,0.0,3.75,8.5,2.75,105.75,0.0
401110868,14,Kentucky,45,672.74,-32,-3.5,Louisville,1,1,1,521,517,4,2.0,12.9,16,0,0,0,0,13,6,1,-4,0,1,6.0,11.0,0.5454545454545454,32.5,9.25,423.5,365.5,58.0,5.374999999999999,7.049999999999999,20.5,1.5,0.5,1.0,0.0,5.0,2.25,3.75,9.0,0.0,Louisville,13,645.84,-32,-3.5,Kentucky,0,0,0,318,209,109,5.7,4.1,17,2,1,1,0,2,0,1,64,0,1,7.0,11.0,0.6363636363636364,36.25,10.0,447.5,210.5,237.0,11.149999999999999,5.1999999999999975,19.25,1.0,0.75,0.25,0.0,6.0,5.25,2.25,85.25,0.0,11.25,23.8125,246.75,76.0,170.75,2.8500000000000014,5.925,13.5,1.75,0.5,1.25,0.25,0.75,6.0,0.25,15.5,0.0,Louisville,Kentucky,31.75,0.0625,411.75,167.5,244.25,4.5,7.95,22.75,1.5,0.5,1.0,0.0,2.5,9.0,2.75,120.25,0.0
401112512,12,NC State,20,668.85,14,4.5,Louisville,1,0,0,377,134,243,5.3,3.8,25,3,1,2,0,9,3,3,82,0,1,4.0,9.0,0.4444444444444444,15.0,4.0,321.25,100.0,221.25,6.099999999999998,3.425000000000001,16.25,2.25,1.0,1.25,0.0,7.5,2.5,2.75,26.25,0.0,Louisville,34,645.84,14,4.5,NC State,0,1,1,326,77,249,11.9,2.0,17,0,0,0,0,5,2,1,22,0,1,5.0,9.0,0.5555555555555556,31.75,-1.5,409.75,194.0,215.75,9.374999999999998,4.624999999999998,18.0,2.0,1.25,0.75,0.25,5.75,5.5,2.75,111.25,0.25,38.5,9.8125,460.0,209.75,250.25,4.25,7.5,24.5,0.0,0.0,0.0,0.25,2.25,11.5,2.25,34.0,0.0,Louisville,NC State,44.25,6.875,494.75,204.5,290.25,5.65,7.95,25.5,1.75,1.25,0.5,0.0,5.25,11.5,2.75,100.25,0.0
401112457,4,Florida State,35,878.07,-11,-6.5,Louisville,1,1,1,522,140,382,11.2,3.4,26,0,0,0,0,11,12,4,18,0,1,1.0,3.0,0.3333333333333333,33.333333333333336,1.0,418.6666666666667,137.66666666666666,281.0,7.666666666666667,3.733333333333333,23.333333333333332,1.6666666666666667,0.6666666666666666,1.0,0.0,5.666666666666667,3.0,3.3333333333333335,50.666666666666664,0.0,Louisville,24,645.84,-11,-6.5,Florida State,0,0,0,410,124,286,10.2,2.6,18,2,1,1,0,5,2,4,37,0,1,2.0,3.0,0.6666666666666666,32.333333333333336,2.3333333333333335,446.6666666666667,259.0,187.66666666666666,9.366666666666667,5.966666666666666,21.666666666666668,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,15.333333333333334,5.333333333333333,6.0,28.666666666666668,0.0,37.0,15.75,485.0,170.66666666666666,314.3333333333333,3.9666666666666663,7.233333333333334,30.333333333333332,2.0,1.0,1.0,0.3333333333333333,4.333333333333333,9.666666666666666,2.3333333333333335,28.333333333333332,0.0,Louisville,Florida State,18.666666666666668,-6.5,294.3333333333333,134.33333333333334,160.0,3.466666666666667,5.3999999999999995,14.0,1.0,0.0,1.0,0.0,3.6666666666666665,12.0,4.0,87.66666666666667,0.0
401112505,11,Miami,52,815.12,-25,-6.5,Louisville,1,1,1,449,197,252,11.0,6.2,21,0,0,0,0,14,3,3,104,0,1,5.0,9.0,0.5555555555555556,20.25,-5.0,295.75,83.5,212.25,6.625000000000002,2.975000000000001,15.0,0.75,0.25,0.5,0.0,13.25,4.5,6.0,22.5,0.0,Louisville,27,645.84,-25,-6.5,Miami,0,0,0,496,168,328,11.3,4.8,18,3,2,1,0,6,1,3,133,0,1,5.0,8.0,0.625,35.25,-7.25,451.75,211.0,240.75,9.7,4.774999999999999,20.0,1.25,0.75,0.5,0.25,6.25,7.25,2.5,88.75,0.25,14.75,9.9375,299.0,122.0,177.0,3.0,6.000000000000001,17.5,1.75,1.0,0.75,0.0,3.25,5.625,5.5,39.0,0.0,Louisville,Miami,41.0,7.5625,523.25,220.0,303.25,5.550000000000001,7.499999999999999,26.25,2.25,1.5,0.75,0.0,4.5,10.25,2.25,113.75,0.0
401114273,5,Western Kentucky,20,486.97,-7,3.5,UAB,1,1,1,222,33,189,7.9,1.1,14,1,0,1,0,8,3,2,31,0,1,1.0,3.0,0.3333333333333333,23.0,-10.0,371.6666666666667,108.33333333333333,263.3333333333333,6.766666666666667,3.3333333333333335,17.666666666666668,2.0,1.3333333333333333,0.6666666666666666,0.0,7.666666666666667,2.3333333333333335,2.3333333333333335,65.33333333333333,0.0,UAB,13,441.81,-7,3.5,Western Kentucky,0,0,0,298,117,181,5.8,3.0,20,4,4,0,0,6,2,4,61,0,1,3.0,3.0,1.0,30.0,8.666666666666666,402.0,153.33333333333334,248.66666666666666,10.066666666666666,3.5666666666666664,19.0,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,12.0,2.3333333333333335,6.0,68.0,0.3333333333333333,29.0,20.0,352.0,125.66666666666667,226.33333333333334,2.6999999999999997,9.966666666666667,17.333333333333332,0.3333333333333333,0.0,0.3333333333333333,1.0,1.3333333333333333,8.0,5.333333333333333,27.0,0.0,UAB,Western Kentucky,14.0,19.666666666666668,281.0,95.33333333333333,185.66666666666666,3.0666666666666664,5.6000000000000005,13.666666666666666,1.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666666,5.0,1.3333333333333333,4.666666666666667,0.0
401110840,10,Tennessee,30,830.34,-23,-13.5,UAB,1,1,1,302,121,181,6.7,3.1,20,1,1,0,0,3,3,2,0,0,1,3.0,8.0,0.375,22.0,5.75,354.0,127.0,227.0,9.200000000000001,3.325,18.0,1.5,1.0,0.5,0.5,9.5,2.75,4.25,23.25,0.0,UAB,7,441.81,-23,-13.5,Tennessee,0,0,0,237,63,174,5.8,2.5,12,4,3,1,0,7,2,3,23,0,1,6.0,7.0,0.8571428571428571,29.75,6.75,408.5,154.25,254.25,9.224999999999998,3.799999999999999,21.25,2.5,2.0,0.5,0.0,16.0,11.5,5.0,36.0,0.0,27.25,12.3125,390.75,144.25,246.5,3.950000000000001,8.225000000000001,22.75,1.0,1.0,0.0,0.75,2.5,10.5,2.75,16.75,0.0,UAB,Tennessee,17.0,-2.3749999999999996,224.25,83.0,141.25,2.3499999999999996,5.425000000000001,15.75,2.5,0.25,2.25,0.0,1.0,13.5,3.5,67.25,0.0
401114284,7,UT San Antonio,14,471.36,19,12.5,UAB,1,0,0,220,126,94,4.7,3.5,12,2,0,2,0,14,0,6,91,0,1,2.0,5.0,0.4,14.0,15.75,296.75,175.5,121.25,4.050000000000001,4.3,16.0,2.0,0.75,1.25,0.0,8.25,2.75,2.0,40.75,0.0,UAB,33,441.81,19,12.5,UT San Antonio,0,1,1,492,198,294,11.3,4.8,26,2,1,1,0,16,4,8,24,0,1,4.0,5.0,0.8,28.5,10.75,405.75,132.0,273.75,10.274999999999999,3.3249999999999993,19.75,2.25,2.25,0.0,0.0,12.25,8.0,5.25,40.25,0.0,38.75,17.4375,421.25,274.25,147.0,6.375000000000001,7.649999999999999,23.0,0.5,0.0,0.5,0.25,4.5,9.5,5.0,17.75,0.0,UAB,UT San Antonio,15.75,3.208333333333334,277.5,77.0,200.5,2.3499999999999996,6.4750000000000005,16.25,1.75,0.0,1.75,0.0,1.5,6.25,2.0,19.5,0.0
401114308,11,Southern Mississippi,37,456.29,-35,-7.5,UAB,1,1,1,325,161,164,7.5,4.7,13,1,0,1,1,11,4,2,0,0,1,5.0,8.0,0.625,31.5,9.25,470.75,144.25,326.5,9.549999999999999,4.125,21.5,1.5,1.25,0.25,0.5,9.25,4.0,5.75,57.25,0.25,UAB,2,441.81,-35,-7.5,Southern Mississippi,0,0,0,173,70,103,4.1,2.1,10,2,2,0,0,9,4,1,61,0,1,6.0,8.0,0.75,28.25,10.75,393.25,140.75,252.5,9.224999999999998,3.674999999999999,19.25,2.5,1.75,0.75,0.0,16.25,11.25,5.0,26.5,0.0,22.75,7.124999999999999,321.75,101.75,220.0,3.2249999999999996,8.5,16.25,1.25,1.0,0.25,0.5,1.25,8.5,4.75,79.5,0.0,UAB,Southern Mississippi,19.5,1.5625000000000004,244.25,105.0,139.25,2.8499999999999996,5.125,17.25,2.5,0.5,2.0,0.0,1.0,12.25,3.5,59.5,0.0
401114325,14,North Texas,21,457.24,5,3.5,UAB,1,0,0,289,21,268,7.9,0.6,19,2,2,0,0,8,3,0,31,0,1,4.0,11.0,0.36363636363636365,30.25,17.0,398.75,110.25,288.5,7.900000000000003,3.7250000000000014,19.5,2.0,0.75,1.25,0.0,5.5,1.25,3.0,115.25,0.0,UAB,26,441.81,5,3.5,North Texas,0,1,1,310,203,107,8.2,4.2,20,1,0,1,1,11,7,2,10,0,1,8.0,11.0,0.7272727272727273,16.5,22.75,303.0,163.0,140.0,6.899999999999997,3.8999999999999995,14.0,1.75,1.5,0.25,0.0,6.75,2.5,2.5,34.25,0.0,34.25,5.0,436.0,201.25,234.75,4.625,7.249999999999999,24.25,1.25,0.25,1.0,0.5,2.0,7.5,2.0,88.75,0.25,UAB,North Texas,22.75,7.6875,302.25,117.25,185.0,3.4999999999999996,6.175,17.0,0.75,0.5,0.25,0.25,2.0,5.75,2.0,15.5,0.0
401114254,2,Akron,20,312.81,11,7.5,UAB,1,0,0,393,34,359,8.0,1.2,16,2,0,2,0,2,0,0,14,0,1,0.0,1.0,0.0,3.0,39.0,192.0,64.0,128.0,4.6,1.7,16.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,43.0,0.0,UAB,31,441.81,11,7.5,Akron,0,1,1,402,83,319,13.3,2.4,15,1,1,0,0,13,5,2,17,0,1,1.0,1.0,1.0,24.0,5.0,290.0,176.0,114.0,5.7,3.8,16.0,2.0,0.0,2.0,1.0,7.0,1.0,3.0,154.0,1.0,42.0,,401.0,207.0,194.0,4.5,7.8,22.0,0.0,0.0,0.0,0.0,12.0,24.0,3.0,10.0,0.0,UAB,Akron,19.0,,260.0,145.0,115.0,4.5,3.6,12.0,2.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0
401132980,15,Florida Atlantic,49,524.02,-43,-8.0,UAB,1,1,1,585,286,299,7.7,6.8,29,1,1,0,1,6,3,1,0,0,1,9.0,12.0,0.75,36.5,5.5,463.5,196.25,267.25,8.100000000000001,5.174999999999999,23.25,0.5,0.25,0.25,0.25,4.25,2.5,1.75,32.0,0.0,UAB,6,441.81,-43,-8.0,Florida Atlantic,0,0,0,223,139,84,4.4,3.5,14,2,2,0,0,1,0,5,18,0,1,9.0,12.0,0.75,21.25,15.75,321.25,198.0,123.25,7.499999999999996,4.324999999999999,16.0,1.0,0.75,0.25,0.25,7.75,2.25,3.75,31.0,0.0,18.5,5.625,351.75,107.0,244.75,3.299999999999998,6.250000000000002,18.5,3.5,2.25,1.25,0.0,0.75,5.625,6.0,55.75,0.0,UAB,Florida Atlantic,20.5,10.5,299.0,92.25,206.75,2.8749999999999996,6.4750000000000005,16.75,1.0,0.75,0.25,0.25,2.0,7.0,1.5,23.25,0.0
401114286,8,Western Kentucky,30,486.97,-16,-10.0,Charlotte,1,1,1,351,60,291,9.4,1.7,19,0,0,0,0,4,4,5,22,0,1,4.0,6.0,0.6666666666666666,19.5,-4.5,298.75,107.0,191.75,6.125000000000001,2.7,18.75,1.25,0.25,1.0,0.0,5.75,7.5,2.25,49.0,0.0,Charlotte,14,386.38,-16,-10.0,Western Kentucky,0,0,0,286,86,200,6.9,2.9,14,1,1,0,0,22,8,0,0,0,1,2.0,6.0,0.3333333333333333,28.0,21.0,353.75,190.0,163.75,7.925000000000001,4.8999999999999995,16.75,1.25,1.0,0.25,0.5,7.0,0.5,4.0,51.75,0.0,15.5,7.166666666666666,271.0,128.75,142.25,3.175,6.9750000000000005,15.5,1.5,1.25,0.25,0.25,1.75,8.25,6.0,27.0,0.0,Charlotte,Western Kentucky,40.5,7.479166666666664,448.75,239.0,209.75,5.25,8.85,22.5,1.0,0.75,0.25,1.0,3.0,8.25,3.25,13.5,0.0
401112456,4,Clemson,52,863.03,-42,-41.5,Charlotte,1,1,1,466,235,231,9.2,6.0,27,2,1,1,2,7,4,3,1,0,1,3.0,3.0,1.0,39.0,5.666666666666667,544.3333333333334,251.0,293.3333333333333,8.133333333333335,6.566666666666667,26.333333333333332,2.0,1.6666666666666667,0.3333333333333333,0.0,13.666666666666666,4.0,8.666666666666666,33.666666666666664,0.0,Charlotte,10,386.38,-42,-41.5,Clemson,0,0,0,216,153,63,3.3,3.9,11,1,1,0,0,4,1,0,10,0,1,2.0,3.0,0.6666666666666666,47.333333333333336,23.666666666666668,522.3333333333334,296.6666666666667,225.66666666666666,9.433333333333334,7.1000000000000005,24.333333333333332,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,9.333333333333334,4.333333333333333,9.0,77.0,0.0,10.0,21.75,256.6666666666667,75.0,181.66666666666666,1.9666666666666668,6.366666666666667,13.666666666666666,2.3333333333333335,1.3333333333333333,1.0,0.0,0.6666666666666666,5.333333333333333,1.3333333333333333,18.0,0.0,Charlotte,Clemson,33.666666666666664,18.0,313.0,190.0,123.0,5.133333333333333,5.766666666666667,14.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,3.0,8.0,3.3333333333333335,120.66666666666667,0.3333333333333333
401114247,2,Appalachian State,56,412.32,-15,-23.5,Charlotte,1,1,0,458,276,182,9.1,7.1,16,0,0,0,2,10,8,10,109,1,1,1.0,1.0,1.0,42.0,35.0,444.0,277.0,167.0,6.7,6.8,25.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,Charlotte,41,386.38,-15,-23.5,Appalachian State,0,0,1,526,230,296,9.5,5.8,24,2,1,1,0,6,6,6,89,0,1,1.0,1.0,1.0,49.0,21.0,508.0,322.0,186.0,6.6,7.0,27.0,3.0,3.0,0.0,1.0,11.0,5.0,11.0,61.0,0.0,7.0,,292.0,131.0,161.0,3.5,6.0,17.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,80.0,0.0,Charlotte,Appalachian State,28.0,,219.0,159.0,60.0,4.5,3.5,11.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,202.0,0.0
401114320,14,Old Dominion,22,374.74,16,10.5,Charlotte,1,0,0,356,183,173,4.6,4.1,24,3,1,2,0,7,0,1,94,0,1,1.0,11.0,0.09090909090909091,15.0,-2.75,307.75,79.5,228.25,5.950000000000002,2.975,17.75,1.5,1.0,0.5,0.0,7.0,3.25,2.0,35.0,0.0,Charlotte,38,386.38,16,10.5,Old Dominion,0,1,1,407,241,166,12.8,4.8,23,2,1,1,0,7,2.5,3,0,0,1,6.0,11.0,0.5454545454545454,31.25,4.75,483.5,221.5,262.0,9.300000000000002,4.8,25.0,1.0,0.75,0.25,0.0,7.5,3.25,1.75,5.75,0.0,31.75,12.3125,407.25,155.5,251.75,4.199999999999998,8.575000000000003,21.75,0.75,0.5,0.25,0.25,4.5,8.75,7.25,36.5,0.0,Charlotte,Old Dominion,23.0,7.4999999999999964,372.75,169.5,203.25,5.15,8.225,18.0,1.5,1.0,0.5,0.25,1.0,3.5,4.0,27.0,0.0
401114304,11,UTEP,21,355.31,7,12.5,Charlotte,1,0,1,389,174,215,10.8,4.7,17,1,1,0,0,2,1,4,0,0,1,1.0,8.0,0.125,20.0,2.5,293.25,123.75,169.5,6.174999999999999,3.4499999999999993,17.75,1.25,0.25,1.0,0.25,4.25,3.0,1.0,104.5,0.25,Charlotte,28,386.38,7,12.5,UTEP,0,1,0,483,129,354,10.1,3.7,22,1,1,0,0,5,1,1,0,0,1,4.0,9.0,0.4444444444444444,27.5,14.0,411.25,201.0,210.25,8.800000000000002,4.675,20.75,0.5,0.25,0.25,0.0,12.0,1.25,3.25,17.5,0.0,38.0,15.5625,417.5,201.0,216.5,5.3,7.5,22.0,0.5,0.25,0.25,0.0,4.75,9.0,4.0,66.0,0.0,Charlotte,UTEP,34.0,10.249999999999996,433.25,192.5,240.75,5.0,9.174999999999999,21.75,0.75,0.25,0.5,0.0,2.0,4.25,2.75,24.5,0.0
